,Quizzes
1864,003005070000690410901007065810050000070302009040760000080000290500240603006800100
1865,900200107020080530703056080304070000000001940010008006400000750270003008065910020
1866,004020705900000000023015900060270080200090004100063000000800042015000807070041036
1867,060210080007503000024768091000956000002001040701080530000000257000040800305600400
1868,900800000002743000040001008801062700060050100003000049200600804400970053050010907
1869,048970000670000390000615040000094086002300100985001007010000004203050070700028060
1870,006000020900340070001069004500470013802005900400003805100850406008090000090706001
1871,004063501860409002390270006000010080007508030080006207200005410000034000013700005
1872,005030089480620000090050104500003010160940032200067000007000060006094203042800500
1873,005006010103700408090402007200063000000100800000090735450030080060001500078000940
1874,200906104050040793040051000014520000703100260000000080820400300900007600000309510
1875,006518020003040500040700010900000006280409100010000405000800040079601003850070902
1876,930607048005080900070402500680010304200740050010009020050000100102003009300008670
1877,860705100310040090009200400100060700057000024003500006080901003205006080940032000
1878,400000632380040100760902000070056009810000700005401023000060000500703948000208005
1879,000061080310020045960000001230005014500000700409800003007398002005007900000000460
1880,500300781001005000297400006900600003730080490008000017000072030040930500000150002
1881,070085060009020800003406090400000001060502980930000700002867040504390002700000100
1882,006300900049001803000027004700060050310240006082000010400002007928503001500000090
1883,650000700709061048002930000090200107080006090000104003007080020000005374403020501
1884,000704602650800007000000130027100409510070080090630000003000010280065094470900300
1885,708040060200009300405026000000090520080010609006304017300280070004035001010007905
1886,008043905050000300690027004001480000304005208200069700000900650700000030540030082
1887,501007000290600300040080150000003500012709860080140003600000000037094002800000739
1888,100089520905100006000020300061203809008700030050040100007060008090305067400070200
1889,000743280608010050000600003240000000073205009006080507000006491700400030150009070
1890,607009500030100007018300040050803000070042039100006000004728601260005008005000904
1891,000062104980040007021300050049001600530608000008950700000000460102083009370500008
1892,100640000000005670002000305000490708800003026650070103080100500207300009090008214
1893,800057013030090050000601004026400087080020900107300205760002000004006500902080000
1894,009800010027000503480015062000140008056070000000302790010069034200000605000080100
1895,006307010100652490000400080205060070300010600080004005007005000403700001520908003
1896,060910000050080003904037605002091507400000820106500390009076240308000000047002000
1897,060503700009240060500000908841020603602019400070000000000800500480007201305001009
1898,700040360008700105520080049061000050004002800900600031406001097000400000280539000
1899,004090020010407000650102004060034095097006100002005008300600902108070030020001080
1900,103720005500800240007005300208950730070400801600000090002030580800006009910040070
1901,049000508500023047800090000004306800000007010280010035102905603000700100690038070
1902,500208900090000300108670400007095100000301002000000068840500000703086001062400053
1903,700806509000405261100003000030041907910000002080307000608050700300082000059004600
1904,004062010850000060710030409980000671000300050040901002100004037527090008000120000
1905,060342001001700003840050000030200904100080060500436070002091005050000209907500406
1906,030074106106800900907100030780016005000300072069000000800020300050090204000053081
1907,016070080058030007700040600060900400030000100201087903004008365000021040970500002
1908,400050806016000297390000001732001040800397000000540000080000905001060000974800010
1909,400059000062803009008100020527000048000006300039400507006700081090300005070612000
1910,000397014000020530080004000601009402090200007042803950500780003069010200070000605
1911,600000590035042700018070060720108003000250000009063040400035100872000000100007986
1912,702401900008030504000050067005283600360500090084000070040905210106000008000000030
1913,009000080108050400260700903030204010001087605020090000003041007095000006400679008
1914,504003902070600003860010005050840030902001000081000097005100406000097000308205100
1915,030081500000040069001906028002390000087000904000500010600430700209007650700020081
1916,408130700050028030100500006009004080035000097874000102961200304002607009000000000
1917,704003008000001060805090027000607080302050700090040501200360000040200890530014000
1918,000608030600070501048930002075001340021056009000004000900020007560040190703000008
1919,500003020801950000406780003090040007100308209040006380002007590000600001003510760
1920,310000005805200007400090060007465090000320040260080100000008302003600500509007084
1921,002096400000075020091003007520800010008300006070041000080600570130029064045000300
1922,100050098097203600060100304040600200208097000500000031002004070700930860030028050
1923,500360809010905040032000000084600107070400005000019000050090071026040003800207504
1924,004900502010460900073002080000100800065080000490005731000370090000200360050004027
